File,RelFile,Line,Column_1,Column_2,Identifier,Message
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\extractFromCombinedSignalBus.m,extractFromCombinedSignalBus.m,203,33,41,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\extractFromCombinedSignalBus.m,extractFromCombinedSignalBus.m,211,29,38,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\extractFromCombinedSignalBus.m,extractFromCombinedSignalBus.m,212,29,37,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\extractFromCombinedSignalBus.m,extractFromCombinedSignalBus.m,221,33,42,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\extractFromCombinedSignalBus.m,extractFromCombinedSignalBus.m,222,33,41,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\extractFromCombinedSignalBus.m,extractFromCombinedSignalBus.m,235,37,46,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\extractFromCombinedSignalBus.m,extractFromCombinedSignalBus.m,236,37,45,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\extractFromCombinedSignalBus.m,extractFromCombinedSignalBus.m,251,37,46,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\extractFromCombinedSignalBus.m,extractFromCombinedSignalBus.m,252,37,45,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\extractFromCombinedSignalBus.m,extractFromCombinedSignalBus.m,266,17,26,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\extractFromCombinedSignalBus.m,extractFromCombinedSignalBus.m,267,17,25,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\getPolynomialParameterInfo.m,getPolynomialParameterInfo.m,15,46,46,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\getPolynomialParameterInfo.m,getPolynomialParameterInfo.m,16,40,40,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\getPolynomialParameterInfo.m,getPolynomialParameterInfo.m,17,76,76,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\getPolynomialParameterInfo.m,getPolynomialParameterInfo.m,18,70,70,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\getPolynomialParameterInfo.m,getPolynomialParameterInfo.m,19,64,64,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\getPolynomialParameterInfo.m,getPolynomialParameterInfo.m,66,21,40,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\getPolynomialParameterInfo.m,getPolynomialParameterInfo.m,67,21,35,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\getPolynomialParameterInfo.m,getPolynomialParameterInfo.m,77,62,64,FNDSB,"For array or cell array, performance can be improved using logical indexing instead of 'find'."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\getPolynomialParameterInfo.m,getPolynomialParameterInfo.m,101,67,67,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\getPolynomialParameterInfo.m,getPolynomialParameterInfo.m,102,46,46,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\getPolynomialParameterInfo.m,getPolynomialParameterInfo.m,103,43,43,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\getPolynomialParameterInfo.m,getPolynomialParameterInfo.m,104,67,67,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\getPolynomialParameterInfo.m,getPolynomialParameterInfo.m,105,70,70,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\traverseSimlogNode.m,traverseSimlogNode.m,10,9,17,NASGU,"Value assigned to variable might be unused."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124718\traverseSimlogNode.m,traverseSimlogNode.m,126,25,31,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,237,5,16,NASGU,"Value assigned to variable might be unused."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,337,84,90,DATST,"'datestr' is not recommended. With appropriate code changes, use 'datetime' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,337,92,94,TNOW1,"'now' is not recommended. With appropriate code changes, use 'datetime(""now"")' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,725,40,40,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,726,34,34,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,727,58,58,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,728,49,49,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,729,41,41,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,745,20,38,DEFNU,"Function might be unused."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,970,20,36,DEFNU,"Function might be unused."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,985,5,16,NASGU,"Value assigned to variable might be unused."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1007,20,43,DEFNU,"Function might be unused."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1184,80,80,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1185,67,67,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1186,71,71,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1187,73,73,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1188,71,71,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1218,13,21,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1219,13,22,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1220,13,24,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1240,20,38,DEFNU,"Function might be unused."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1281,20,37,DEFNU,"Function might be unused."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1357,29,31,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1427,5,11,NASGU,"Value assigned to variable might be unused."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1514,26,28,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1514,31,33,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1572,25,27,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1572,30,32,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1582,26,28,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1582,31,33,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1595,26,26,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1596,20,20,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1597,41,41,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1598,35,35,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1627,30,32,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1627,35,37,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1640,20,20,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1641,16,16,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1642,35,35,COMNL,"Newline following comma acts as a row separator. Replace the comma with a semicolon to make the row separation clearer. Alternatively, use an ellipsis (...) to continue the current row on the next line."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1653,21,35,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1654,21,34,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1659,21,35,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1660,21,34,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1699,34,36,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1699,39,41,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1712,35,37,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1712,40,42,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1725,40,42,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1737,28,30,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1737,33,35,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1793,29,31,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1793,34,36,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1843,39,41,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1843,44,46,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1890,24,26,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1890,29,31,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1920,34,36,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1920,39,41,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1942,36,38,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1942,41,43,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1963,23,25,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1963,28,30,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1987,23,25,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,1987,28,30,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,2012,29,31,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,2012,34,36,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,2027,13,25,AGROW,"Variable appears to change size on every loop iteration. Consider preallocating for speed."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,2038,22,24,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,2038,27,29,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,2043,10,25,DEFNU,"Function might be unused."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,2043,27,29,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,2043,32,34,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,2056,28,30,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,2056,33,35,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,2070,28,30,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,2070,33,35,INUSD,"Input argument might be unused. Consider replacing the argument with ~ instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,2257,25,32,NASGU,"Value assigned to variable might be unused."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,2316,93,102,MEXCEP,"To pass MException properties to the warning function, use a format specifier.  For example, warning(E.identifier, '%s', E.message)."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,2460,33,64,XFRWSP,"The 'TransferBaseWorkspaceVariables' option is not recommended for 'parsim'. With appropriate code changes, consider using project startup scripts or the 'SetupFcn' option instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,2599,45,51,DATST,"'datestr' is not recommended. With appropriate code changes, use 'datetime' instead."
C:\Users\diete\Repositories\Golf_Model\matlab\Scripts\Dataset Generator\Backup_Scripts\Run_Backup_20250802_124813\Data_GUI.m,Data_GUI.m,2599,53,55,TNOW1,"'now' is not recommended. With appropriate code changes, use 'datetime(""now"")' instead."
